sample_id,context,target_sentence,highlighted_phrase,substituted_masked,referent,refers_to_tesla,substitution_span_ok,note
coref-140749915-22,"               HVIP's own rules state that its vouchers can be combined with other eligible public incentives, with HVIP always paying last, up to 90% of the vehicle cost through combined public incentives.
               Industry analysts have confirmed the same thing.
               Ann Rundle, Vice President at ACT Research, noted that California allows the stacking of benefits so buyers can combine incentives, and that no other state's programs are as comprehensive or as well funded.
               The claim that combined incentives can cover up to 90% of the purchase cost for a small fleet is consistent with what the state and independent analysts say.
               So the headline is not totally off base.
>>> TARGET >>> A California small fleet, buying the right truck and qualifying for both programs, can in principle get an enormous discount off the Semi's price.
               This is strictly based off of these incentives.","A California small fleet, buying the right truck and qualifying for both programs, can in principle get an enormous discount off the Semi's price.",,,,,,
anaphora-139564933-16,"               For now, retail investors still have limited direct access to SpaceX equity, with the most practical path being through public companies and funds that already hold stakes in the company.
               See Also: This Startup Thinks It Can Reinvent the Wheel — Literally Tesla has a market capitalization of $1.17 trillion, with a 52-week high of $498.82 and a 52-week low of $214.25.
               Over the past 12 months, the stock has gained 36.24%.
               Photo courtesy: Frederic Legrand – COMEO from Shutterstock Read
               Next: This Under-$1 Pre-IPO AI Company Is Still Open to Retail Investors — Learn More
>>> TARGET >>> It's no wonder Jeff Bezos holds over $250 million in art — this alternative asset has outpaced the S&P 500 since 1995, delivering an average annual return of 11.4%.
               Here's how everyday investors are getting started.","It's no wonder Jeff Bezos holds over $250 million in art — this alternative asset has outpaced the S&P 500 since 1995, delivering an average annual return of 11.4%.",It,"<NAME> no wonder Jeff Bezos holds over $250 million in art — this alternative asset has outpaced the S&P 500 since 1995, delivering an average annual return of 11.4%.",,,,
anaphora-138299970-8,"               Microsoft 's slide deepened Thursday, with shares falling over 10% after its earnings report spooked investors with higher-than-anticipated capital spending and a slowdown in quarterly cloud sales growth.
               That took some of the wind out of Meta's ( META ) earnings performance.
               Shares gained over 10% thanks to a surprisingly strong quarterly revenue outlook .
               And the company said it plans to spend up to $135 billion on its data center build-out this year, a boost to its push to win the AI race.
               Meanwhile, Tesla ( TSLA ) flipped to a loss, shedding over 3% as the company focused on a strategy shift from EVs to robots and a quarterly earnings beat .
>>> TARGET >>> But the company also saw its first-ever decline in annual revenue.
               Investors are now gearing up for Apple's ( AAPL ) quarterly earnings, due after the closing bell.",But the company also saw its first-ever decline in annual revenue.,the company,But <NAME> also saw its first-ever decline in annual revenue.,,,,
anaphora-139231686-18,"               A newsletter built for market enthusiasts by market enthusiasts.
               Top stories, top movers, and trade ideas delivered to your inbox every weekday before and after the market closes.
               XPeng Inc. (NYSE: XPEV ) stock fell Thursday, extending a volatile stretch for Chinese electric vehicle makers, as fading subsidies, an intensifying price war, and softer delivery momentum continued to weigh on investor sentiment.
               The IRON robot, weighing approximately 171 pounds at 5 feet 10 inches, incorporates the company’s Vision-Language-Action (VLA) architecture and is positioned as a direct rival to Tesla Inc.’s (NASDAQ: TSLA )
               Optimus humanoid robot.
>>> TARGET >>> In January, the company delivered 20,011 vehicles , a 34% year-over-year decline.
               That contrasted sharply with rival Nio Inc. (NYSE: NIO ) , which posted a 96.1% year-over-year surge in January deliveries.","In January, the company delivered 20,011 vehicles , a 34% year-over-year decline.",the company,"In January, <NAME> delivered 20,011 vehicles , a 34% year-over-year decline.",,,,
coref-141122355-430,"               William Stein: As a follow-up, well, first, maybe you could talk about the timing as to when that -- when Optimus 4 should be -- let's say, start production.
               But the actual follow-up I wanted to ask was the plan to upgrade Hardware 3 to Hardware 4 in order to be able to process, I suppose it's version 15 of the -- and future versions of FSD.
               Is that still the plan to do hardware upgrades on the cars?
               Elon Musk: I think it's going to make sense for -- to upgrade all cars with that are have less than hardware for almost any cars that have cameras basically because otherwise, it probably too many modifications.
               But anything that's got sort of -- that's set up for cameras, it will be financially sensible at some point to upgrade them.
>>> TARGET >>> And I think we want to upgrade them to the next generation of next-generation AI board, so to be either like we have an upgraded AI chip that's sort of medium -- sort of moderate improvement over AI4, probably reaches production around the middle of next year.
               And then there's also AI5, which hopefully is in volume production around the middle of next year.","And I think we want to upgrade them to the next generation of next-generation AI board, so to be either like we have an upgraded AI chip that's sort of medium -- sort of moderate improvement over AI4, probably reaches production around the middle of next year.",we,"And I think <NAME> want to upgrade them to the next generation of next-generation AI board, so to be either like we have an upgraded AI chip that's sort of medium -- sort of moderate improvement over AI4, probably reaches production around the middle of next year.",,,,
coref-141051091-6,"               Advertisement | Remove ads.
               Shares of Tesla, Inc. (TSLA) and SpaceX (SPCX) slipped in overnight trading heading into Wednesday, but RBC Capital sees a potential combination of Elon Musk’s two companies creating an “orbit-to-ground” platform with more than $1 trillion in long-term chip savings.
               SPCX stock is down about 2% in overnight trading heading into Wednesday, while TSLA shares are off more than 1%.
               SpaceX snapped a two-session losing streak with a 3% gain on Tuesday, while Tesla extended its decline to a fifth consecutive session.
               RBC Capital lowered its Tesla price target to $480 from $500, implying a 56% upside from current levels, while maintaining an ‘Outperform’ rating.
>>> TARGET >>> The brokerage said that a potential Tesla-SpaceX merger could create a compelling “vertical integration from orbit to ground” ecosystem spanning connectivity, autonomous vehicles and humanoid robotics that would be difficult to replicate.
               Advertisement | Remove ads.","The brokerage said that a potential Tesla-SpaceX merger could create a compelling “vertical integration from orbit to ground” ecosystem spanning connectivity, autonomous vehicles and humanoid robotics that would be difficult to replicate.",,,,,,
coref-140748153-9,"               Reuters reported on June 3 that Tesla, Inc. (NASDAQ:TSLA) is rolling out its unsupervised robotaxis in the ​Austin Metro area in Texas in an attempt to speed up its autonomous ride-hailing operation.
               It stated that a wider adoption of the company's full self-driving software and an expansion of the robotaxi service are key to Tesla's (NASDAQ:TSLA) growth strategy since its pivoted focus from EVs to ​AI and robotics.
               Tesla's official robotaxi account stated in a ​post on X that: ""Unsupervised Robotaxi now in the entire Austin Metro area"".
               Tesla, Inc. (NASDAQ:TSLA) designs, manufactures, and sells high-performance electric vehicles and energy generation and storage systems.
               It operates through two segments: energy generation and storage, and automotive.
>>> TARGET >>> However, the company isn't merely an automotive manufacturer; investors regard it as a technology company due to its other projects, most of which feature AI.
               While we acknowledge the potential of TSLA as an investment, we believe certain AI stocks offer greater upside potential and carry less downside risk.","However, the company isn't merely an automotive manufacturer; investors regard it as a technology company due to its other projects, most of which feature AI.",the company,"However, <NAME> isn't merely an automotive manufacturer; investors regard it as a technology company due to its other projects, most of which feature AI.",,,,
coref-139908240-29,"               Nothing really to talk about there, from my view.
               But as we got down into the question-and-answer portion of the earnings call, Elon Musk started talking about something called Terafab.
               Terafab really intrigues me.
               This is Tesla's internal semiconductor operation that it's working on here.
               It's thinking very big things with this.
>>> TARGET >>> But what fascinates me and intrigues me about the Terafab concept, even though it's probably still years and years into the future, is this thing called a feedback loop.
               I love feedback loops.","But what fascinates me and intrigues me about the Terafab concept, even though it's probably still years and years into the future, is this thing called a feedback loop.",,,,,,
anaphora-140771567-5,"               Oops, something went wrong TOKYO, June 30 (Reuters) -
               Panasonic is seeking to localise its U.S. supply chain for energy storage systems as it prepares ‌to produce battery cells at a plant in Kansas as ‌part of a shift towards supplying data centres, the Japanese group's CEO said on ​Tuesday.
               ""Since most of our customers are in the U.S. for these energy storage systems, we think it makes sense to complete the supply chain as much as possible within the U.S.,"" Yuki Kusumi said during ‌a roundtable interview in ⁠Tokyo.
               Panasonic said this month it plans to begin mass production of battery cells for data centres at the ⁠Kansas plant of its energy unit, which also makes batteries for Tesla, in the financial year ending March 2029.
               Automakers and battery companies, which now ​face a ​weak market for electric vehicles ​in the U.S., are scrambling ‌to repurpose battery factories to make energy-storage systems to fuel AI's demand for power instead.
>>> TARGET >>> Panasonic does not plan to make lithium iron phosphate (LFP) batteries, Kusumi said, adding they are less suited to the company's focus on distributed systems that help smooth peak power demand at individual ‌servers, and are better suited to ​large, centralised backup applications.
               LFP batteries are widely ​used in energy storage systems ​because they are cheaper than the nickel-heavy chemistry ‌that is commonly used for EV ​batteries in North ​America.","Panasonic does not plan to make lithium iron phosphate (LFP) batteries, Kusumi said, adding they are less suited to the company's focus on distributed systems that help smooth peak power demand at individual ‌servers, and are better suited to ​large, centralised backup applications.",the company,"Panasonic does not plan to make lithium iron phosphate (LFP) batteries, Kusumi said, adding they are less suited to <NAME> focus on distributed systems that help smooth peak power demand at individual ‌servers, and are better suited to ​large, centralised backup applications.",,,,
anaphora-139210532-46,"               One of the most important targets is reaching 10 million active FSD subscriptions over the next decade, not purchases.
               By removing the one-time option, Tesla is pushing all new FSD users toward subscriptions — a metric that matters for Musk's compensation.
               FSD (Supervised) users have now logged more than 8 billion cumulative miles.
               In 2025, monthly subscriptions to FSD more than doubled.
               In the last reported quarter, Tesla launched FSD in South Korea, where customers drove over 1 million kilometers in just one month.
>>> TARGET >>> While regulatory approvals in China and Europe are still pending, the company has started offering ride-along experiences in Italy, Germany, France and Switzerland.
               Want the latest recommendations from Zacks Investment Research?","While regulatory approvals in China and Europe are still pending, the company has started offering ride-along experiences in Italy, Germany, France and Switzerland.",the company,"While regulatory approvals in China and Europe are still pending, <NAME> has started offering ride-along experiences in Italy, Germany, France and Switzerland.",,,,
anaphora-138291520-8,"               Microsoft 's slide deepened Thursday, with shares falling over 10% after its earnings report spooked investors with higher-than-anticipated capital spending and a slowdown in quarterly cloud sales growth.
               That took some of the wind out of Meta's ( META ) earnings performance.
               Shares gained over 10% thanks to a surprisingly strong quarterly revenue outlook .
               And the company said it plans to spend up to $135 billion on its data center build-out this year, a boost to its push to win the AI race.
               Meanwhile, Tesla ( TSLA ) flipped to a loss, shedding over 3% as the company focused on a strategy shift from EVs to robots and a quarterly earnings beat .
>>> TARGET >>> But the company also saw its first-ever decline in annual revenue.
               Investors are now gearing up for Apple's ( AAPL ) quarterly earnings, due after the closing bell.",But the company also saw its first-ever decline in annual revenue.,the company,But <NAME> also saw its first-ever decline in annual revenue.,,,,
coref-137884563-10,"               You’d expect financials to be better than ever, but that’s not the case either.
               Net income kept falling, and revenue increased by only 11.57% year-over-year in Q3.
               This is a very modest increase for a stock trading at 219 times 2026 expected earnings.
               You’re paying exactly 15 times forward sales, so even top-notch margins would keep this stock at expensive levels.
               This begs the question: Are promises alone driving the stock?
>>> TARGET >>> Are investors naive enough to buy into the stock in droves without at least some hard figures to reinforce their conviction?
               This is the hardest part to figure out, and what better way to find an answer than to ask the bulls themselves?",Are investors naive enough to buy into the stock in droves without at least some hard figures to reinforce their conviction?,the stock,Are investors naive enough to buy into <NAME> in droves without at least some hard figures to reinforce their conviction?,,,,
coref-141122355-157,"               Also, the tariff benefits we recognized in Q1 of more than $200 million did not repeat.
               And lastly, we had previously guided that ASPs for industrial storage is coming down amidst growing competition.
               Long term, we believe the energy business should normalize at a gross margin rate in the mid- to low 20% range.
               Our order backlog of this business is robust, and we are doing our best to build based on both existing demand and future demand we expect from data center growth and overall electrification of the economy.
               Service and other margins improved sequentially from 9.2% to 14.1%, an all-time high.
>>> TARGET >>> This was mainly driven by an uptick in volume and better cost management of our vehicle fleet that supports businesses such as used car, supercharging, service centers and insurance.
               While marginal today, also included in this business are deliberate investments we are making in infrastructure that will help scale robotaxi in the future.","This was mainly driven by an uptick in volume and better cost management of our vehicle fleet that supports businesses such as used car, supercharging, service centers and insurance.",our,"This was mainly driven by an uptick in volume and better cost management of <NAME> vehicle fleet that supports businesses such as used car, supercharging, service centers and insurance.",,,,
anaphora-136890594-4,"               Oops, something went wrong (Reuters)
               -Chinese autonomous driving developer Momenta is considering shifting its IPO to Hong Kong from New York, four people said, adding to a growing list of Chinese companies opting to debut in the Asian financial hub amid heightened U.S.-China tensions.
               The potential change in Momenta's listing venue comes after the expiration in June of an approval by China's securities regulator to list in the U.S., which was granted mid-last year, according to the regulator's website.
               Momenta is a leading Chinese supplier of advanced driving assisted system features, akin to Tesla 's self-driving technology that can navigate urban traffic under human drivers' supervision.
>>> TARGET >>> The company recently informed some of its investors about its plan to potentially list in Hong Kong in 2026, two of the people said, adding the plan, which has not been reported previously, is at an early stage and is subject to changes.
               Momenta, backed by investors such as Toyota Motor and auto parts supplier Bosch, is considering a change in listing venue as it nears completion of a pre-IPO fundraising round, said two of the people.","The company recently informed some of its investors about its plan to potentially list in Hong Kong in 2026, two of the people said, adding the plan, which has not been reported previously, is at an early stage and is subject to changes.",The company,"<NAME> recently informed some of its investors about its plan to potentially list in Hong Kong in 2026, two of the people said, adding the plan, which has not been reported previously, is at an early stage and is subject to changes.",,,,
coref-139247169-3,"               Investing Sending You to Google News in 3 Tesla’s ( NASDAQ: TSLA | TSLA Price Prediction ) robotaxi ambitions have generated enormous investor attention, but the gap between rhetoric and reality is widening.
               As of Friday morning, Tesla has no commercial robotaxi permits in any major U.S. market, has disclosed no meaningful revenue or miles-logged metrics from its autonomous ride-hailing operations, and is now in legal conflict with the very regulators it needs to approve its expansion.
               Tesla spent considerable time on its Q4 2025 earnings call promoting its robotaxi progress.
>>> TARGET >>> CEO Elon Musk stated, “In terms of taxi vehicles carrying paid customers, I think we’re well over 500 at this point between the Bay Area and Austin.”
               He also claimed the fleet is growing fast: “This will probably double every month type of thing.","CEO Elon Musk stated, “In terms of taxi vehicles carrying paid customers, I think we’re well over 500 at this point between the Bay Area and Austin.”",we,"CEO Elon Musk stated, “In terms of taxi vehicles carrying paid customers, I think <NAME>’re well over 500 at this point between the Bay Area and Austin.”",,,,
anaphora-137215862-23,"               According to Reuters, ""Tesla, which once held more than 80% of the U.S. EV market, accounted for 38% of the total EV sales in the United States in August, the first time it has fallen below the 40% mark since October 2017, when it was ramping up production of the Model 3, its first mass market car.""
               Looking ahead, it's possible the automaker faces another difficult year in 2026, at least when it comes to EV sales.
               Major demand drivers -- including a federal tax credit that reduced the cost of a new EV by up to $7,500 -- will no longer be available.
               And promising competitors like Rivian plan to begin production of several models with starting prices under $50,000.
               Considering that more than 90% of Tesla's vehicle revenue now comes from just two affordable models, the Model Y and Model 3, increased competition in this category could add significant sales pressure next year.
>>> TARGET >>> It maintains heavy technological and capital advantages versus the competition, but when it comes to raw EV sales, the near-term future is fairly gloomy.
               Still, all of that will be manageable if the company can execute on perhaps the biggest growth opportunity in its history: robotaxis .","It maintains heavy technological and capital advantages versus the competition, but when it comes to raw EV sales, the near-term future is fairly gloomy.",It,"<NAME> maintains heavy technological and capital advantages versus the competition, but when it comes to raw EV sales, the near-term future is fairly gloomy.",,,,
anaphora-139187955-2,"               Oops, something went wrong Tesla Inc. (NASDAQ: TSLA ) has unveiled a new affordable trim level of the Cybertruck, but investor Gary Black of the Future Fund LLC thinks the move wouldn't translate to a major sales boost for the automaker.
               Tesla's official website on Thursday showed an all-new Dual Motor All-Wheel Drive trim retailing for $59,990.
>>> TARGET >>> It features a 325-mile range but offers a reduced towing capacity of 7,500 lbs, unlike the Premium All-Wheel Drive trim, which boasts a towing capacity of 11,000 lbs.
               It also offers reduced ground clearance and lacks a rear touchscreen.","It features a 325-mile range but offers a reduced towing capacity of 7,500 lbs, unlike the Premium All-Wheel Drive trim, which boasts a towing capacity of 11,000 lbs.",It,"<NAME> features a 325-mile range but offers a reduced towing capacity of 7,500 lbs, unlike the Premium All-Wheel Drive trim, which boasts a towing capacity of 11,000 lbs.",,,,
anaphora-137258402-19,"               Xiaomi is now well-positioned to capitalize on the 731 million monthly active users in its human-vehicle-home ecosystem.
               Since this brand name is already well-established in China's wearables, smartphone, and smart home markets, many customers may choose to extend their trust to its vehicles for the same ecosystem benefits.
               China already has an extensive EV charging infrastructure, with 16.7 million charging points at the end of July 2025.
               Here, consumers are giving higher priority to range convenience and pricing over Tesla's global charging infrastructure and autonomous driving innovations.
               Xiaomi delivered 81,302 new EVs in the second quarter of fiscal 2025 (ended June 30) and over 30,000 vehicles in July.
>>> TARGET >>> The company had completed cumulative deliveries of over 300,000 units by the end of July 2025.
               The company's human-vehicle-home ecosystem is helping create a sticky customer base.","The company had completed cumulative deliveries of over 300,000 units by the end of July 2025.",The company,"<NAME> had completed cumulative deliveries of over 300,000 units by the end of July 2025.",,,,
anaphora-136557736-15,"               It reflects returns from the past few years instead of the ones further back.
               And it also considers that, given Tesla's overvaluation today, the stock might pull back within the next year or two, thereby depressing the average annual gain.
               So, with a current valuation of $1.1 trillion, in a decade, if Tesla's value grows at 10% annually, it should be worth around $2.85 trillion.
               Let's now look at a few stocks that might be worth more than that by 2035.
               Let's start with Costco ( COST +1.29% ) .
>>> TARGET >>> It recently sported a market cap of $425 billion, and average annual growth rates between about 21% and 24% over the past three to 15 years.
               If it grows at 21% over the coming decade, it will end up with a market value a few dollars higher than our Tesla estimate of $2.85 trillion.","It recently sported a market cap of $425 billion, and average annual growth rates between about 21% and 24% over the past three to 15 years.",It,"<NAME> recently sported a market cap of $425 billion, and average annual growth rates between about 21% and 24% over the past three to 15 years.",,,,
coref-139227020-14,"               Employees, when offered stock-based compensation, can affect the value of the stock as the number of shares issued increases, making existing shares less valuable.
               Companies buying back shares can offset dilution concerns as it decreases the number of overall shares available on the market, leading to an increase in stock value.
               Tesla, according to an Electrek report from November last year, reserved close to 60 million shares as compensation for Tesla's employees, but also reserved 208 million shares for CEO Elon Musk .
               Trending: Own the Characters, Not Just the Content: Inside a Fast-Growing Pre-IPO IP Company However, Musk's trillion-dollar pay package , which was criticized by Gerber, who opined that the package could result in stock dilutions close to $275 million per day.
               If Musk hits all of the pay package's milestones, the billionaire could own over 423 million shares of the company, separate from the reported 206 million share reserve.
>>> TARGET >>> According to an SEC filing dated December 30, 2025, Musk owns over 519 million shares of the EV giant.
               Tesla currently has over 3.7 billion outstanding shares on the market.","According to an SEC filing dated December 30, 2025, Musk owns over 519 million shares of the EV giant.",the EV giant,"According to an SEC filing dated December 30, 2025, Musk owns over 519 million shares of <NAME>.",,,,
coref-141122355-28,"               So, yes, it's looking very good on that front.
               The energy business is also growing incredibly fast, and I think it will be crucial for the scale-up of artificial intelligence, data centers.
               We're investing a lot in growing the core business and really preparing for the future.
               So this is a massive CapEx year, but I'm confident that all the things that we're investing in are -- will yield incredible returns, really the best CapEx returns that we've ever seen.
               And the Tesla team has performed incredibly well.
>>> TARGET >>> The Cybercab has started production, and we also have started production and are ramping in -- we will soon start production with Optimus.
               We have started production with the Tesla semi-truck.","The Cybercab has started production, and we also have started production and are ramping in -- we will soon start production with Optimus.",we,"The Cybercab has started production, and <NAME> also have started production and are ramping in -- we will soon start production with Optimus.",,,,
coref-140770027-11,"               In the first quarter, EV sales in the U.S. dropped by 27% year over year.
               But what if Tesla's second-quarter EV deliveries and sales surprise Wall Street?
               Some people think that's what may happen.
               Mark Delaney, an analyst at Goldman Sachs ( GS +0.52% ) , recently argued that Tesla's Q2 deliveries may exceed expectations, based on sales data from several regions including China and Europe.
               The analyst raised his second-quarter Tesla delivery projection to 420,000, up from 405,000.
>>> TARGET >>> Note that this would represent a solid 9% increase from its Q2 2025 deliveries.
               True, the company also saw deliveries increase year over year in the first quarter.",Note that this would represent a solid 9% increase from its Q2 2025 deliveries.,its,Note that this would represent a solid 9% increase from <NAME> Q2 2025 deliveries.,,,,
coref-136933981-2,"               Oops, something went wrong Benzinga and Yahoo Finance LLC may earn commission or revenue on some items through the links below.
               Tesla Inc. (NASDAQ: TSLA ) has urged customers to lock in purchases ahead of the September 30 deadline for the Federal EV credit to avail the incentive, as Q3 deliveries look poised to exceed analyst estimates.
>>> TARGET >>> The company's North American handle posted on the social media platform X on Sunday, urging customers to lock in their purchase before the deadline.
               ""2 days left to lock in $7,500 fed tax credit,"" Tesla said in the post along with a link to the website.","The company's North American handle posted on the social media platform X on Sunday, urging customers to lock in their purchase before the deadline.",The company's,"<NAME> North American handle posted on the social media platform X on Sunday, urging customers to lock in their purchase before the deadline.",,,,
anaphora-138295577-11,"               Cramer believes that some investors have faith in Musk and can wait to hear more stories.
               Tesla’s most shocking comment is that it will kill half its model line (excluding the failed Cybertruck).
               On the chopping block are the Model X and Model S, luxury models that do not sell well.
               The Model 3 and Model Y, both much less expensive, make up almost all of Tesla’s sales.
               Tesla will invest $2 billion in xAI, the social media and artificial intelligence company Musk controls.
>>> TARGET >>> It would seem to be a conflict of interest, but there has been no outcry.
               Musk’s SpaceX has already put money into xAI.","It would seem to be a conflict of interest, but there has been no outcry.",It,"<NAME> would seem to be a conflict of interest, but there has been no outcry.",,,,
anaphora-137589013-18,"               I don't think AI is about to become irrelevant, but the sector's path is unclear.
               Investors should be long-term-focused, and in my view, try to avoid some of the higher valuations out there, such as Tesla's.
               On its third-quarter 13F filing, Coatue reported positions in both the buy-now-pay-later (BNPL) company Klarna ( KLAR +8.16% ) and the collaborative design tech company Figma ( FIG +10.95% ) , both of which were high-profile IPOs this year.
               Figma went public with tremendous hype, opening at $33 per share and rising to a high of $143 per share, although it would be short-lived.
               The company essentially provides a Google Docs-like workflow for designers and coders to collaborate on a range of projects, allowing multiple people to work on designs that can be easily translated into code for website or app implementation.
>>> TARGET >>> The company also has AI components and is being integrated as a third party into ChatGPT.
               Coatue actually got involved in the company prior to the IPO, investing in it in 2024 at a $12.5 billion valuation.",The company also has AI components and is being integrated as a third party into ChatGPT.,The company,<NAME> also has AI components and is being integrated as a third party into ChatGPT.,,,,
coref-136563010-18,"               Nvidia reported earnings on Wednesday, Aug. 27.
               The confluence of supercomputing and robotics is one of the next big frontiers for AI.
               Huang calls it physical AI, or embodied AI, in which physical objects like cars or robots harness AI to interact with the real world, for instance, with self-driving cars or robots moving about a factory floor.
               At CES this year, Huang said the AV ""revolution"" and embodied AI would likely be the first multitrillion-dollar robotics opportunity and noted that Tesla is a partner.
               ""We do a lot of business with Tesla and xAI,"" Huang said in an interview following Q1 results in May.
>>> TARGET >>> ""We're going to build many more computers together.
               [CEO Elon Musk's] self-driving car, his Optimus robot, every single one of them is world-class and revolutionary.""","""We're going to build many more computers together.",We,"""<NAME>'re going to build many more computers together.",,,,
anaphora-139984538-4,"               Oops, something went wrong This article first appeared on GuruFocus .
               Elon Musk intensified his legal challenge against OpenAI during testimony in federal court, arguing that the company's transition from a nonprofit to a for-profit structure could set a troubling precedent for charitable organizations.
               Speaking before a jury in Oakland, the Tesla ( NASDAQ:TSLA )
               CEO framed the dispute as extending beyond the individuals involved, suggesting the outcome could influence how future nonprofits evolve when faced with commercial pressures.
>>> TARGET >>> The case stems from a long-running rift between Musk and OpenAI leadership, dating back to the company's founding in 2015, and arrives as the organization moves closer to a potential public offering that could rank among the largest in history.
               GuruFocus has detected 6 Warning Signs with TSLA.","The case stems from a long-running rift between Musk and OpenAI leadership, dating back to the company's founding in 2015, and arrives as the organization moves closer to a potential public offering that could rank among the largest in history.",the company,"The case stems from a long-running rift between Musk and OpenAI leadership, dating back to <NAME> founding in 2015, and arrives as the organization moves closer to a potential public offering that could rank among the largest in history.",,,,
coref-136476320-18,"               Zoom ( ZM ) slightly lifted its revenue guidance for the full year to $4.83bn at the midpoint from $4.81bn.
               The company's stock price has lost 10% so far this year amid fierce competition in the online meeting tech space.
               Tesla ( TSLA ) stock looked set to stage a partial recovery when markets open later on Friday, after slipping 1.2% on Thursday.
               The moves follow news that the EV maker will look to increase the price of some of its Cybertrucks by $15,000 in the US.
               Stocks: Create your watchlist and portfolio
>>> TARGET >>> The price of the fastest variant of the vehicle — dubbed the Cyberbeast — will now cost $114,990, the company said.
               The ""Luxe Package"" for the car includes supervised Full Self-Driving and free access to its supercharging network.","The price of the fastest variant of the vehicle — dubbed the Cyberbeast — will now cost $114,990, the company said.",the company,"The price of the fastest variant of the vehicle — dubbed the Cyberbeast — will now cost $114,990, <NAME> said.",,,,
anaphora-139552962-12,"               ""I've been one of their biggest proponent supporters,"" Newsom said.
               Don't Miss: The 'ChatGPT of Marketing' Just Opened a $0.91/Share Round — 10,000+ Investors Are Already In This Energy Storage Company Already Has $185M in Contracts—Shares Are Still Available The California Governor then shared how a favorable regulatory environment in California helped Musk to become a ""multi-billionaire, maybe trillionaire, that he's become.""
               Describing it as the ""greatest own goal,"" Newsom shared that Musk, as well as Trump, were letting Chinese EVs grow on the global stage.
               ""They have 70% of the global EV market.
               It's about statecraft with them.
>>> TARGET >>> It's about supply chains.
               They're flooding the zone all around the globe,"" Newsom said.",It's about supply chains.,It,<NAME> about supply chains.,,,,
coref-139577778-1,"               In a response to a post on the social media platform X, Gerber criticized the technology, as user James Cat said that there was a lack of awareness among people about the FSD system, as well as the system itself needing improvements before going mainstream.
>>> TARGET >>> Gerber, in his response, shared that the system still needed to make improvements.
               So you still have to basically drive,” he said, referring to Tesla’s FSD being at a level 2, according to the Society of Automotive Engineers (SAE).","Gerber, in his response, shared that the system still needed to make improvements.",,,,,,
coref-141068210-22,"               Tesla, Inc. (NASDAQ:TSLA) trades at a high forward earnings multiple that implies enormous software-like margins, despite its fundamental operational profile of a 1.4% operating margin business that burns cash.
               A number of valuation models estimate the stock remains around 9.7% above fair value, while sell-side bears like Wells Fargo maintain a clear Sell rating with a $130 price target, emphasizing the risk of prolonged EV pricing wars.
               Insider Monkey's Q1 2026 database captures institutional opinion, revealing that elite funds were already derisking the asset before the results shock.
               Elite fund ownership fell to 123 hedge funds at the end of the first quarter, down from 137 in the previous reporting period, indicating that smart-money managers were actively cutting exposure as auto margin fatigue set in.
               Tesla, Inc. (NASDAQ:TSLA) is experiencing an unsustainable mismatch between its premium tech valuation and its shrinking automotive margins.
>>> TARGET >>> With core operating margins falling to 1.4% and capital expenditures driving quarterly free cash flow to a $1.1 billion loss, the stock carries an unfavorable risk-reward profile.
               Until Tesla, Inc. (NASDAQ:TSLA) can show that its substantial AI investment generates verifiable, high-margin revenue streams to offset continued automotive pricing difficulties, the stock is vulnerable to additional valuation multiple reduction.","With core operating margins falling to 1.4% and capital expenditures driving quarterly free cash flow to a $1.1 billion loss, the stock carries an unfavorable risk-reward profile.",the stock,"With core operating margins falling to 1.4% and capital expenditures driving quarterly free cash flow to a $1.1 billion loss, <NAME> carries an unfavorable risk-reward profile.",,,,
coref-141107725-10,"               Citic Securities' ​report values Unitree roughly 20 ‌times this year's expected sales, and about 80 times forecast earnings.
               Unitree, which also makes quadruped robots is ""a globally-renowned, world-leading maker of high-performance, general purpose robotics,"" Citic Securities said in the report.
               ""It adheres to a prudent R&D investment strategy, while also establishing its leading position in understanding ‌the embodied intelligence ecosystem.""
               The IPO comes amid ​heightened rivalry between China and the United ​States.
               Washington recently added ​foreign-made advanced robots to its Covered List, restricting their ‌ability to obtain the equipment ​authorisation required for U.S. ​sales.
>>> TARGET >>> In June, the U.S. added Unitree and other major Chinese tech firms to a list of companies it believes are ​aiding Beijing's military.
               Unitree will ‌set its IPO price on Thursday and accept investor subscriptions on ​Friday.","In June, the U.S. added Unitree and other major Chinese tech firms to a list of companies it believes are ​aiding Beijing's military.",,,,,,
anaphora-139552962-11,"               He added that he was one of the first people to get a Tesla vehicle off the line.
               ""I've been one of their biggest proponent supporters,"" Newsom said.
               Don't Miss: The 'ChatGPT of Marketing' Just Opened a $0.91/Share Round — 10,000+ Investors Are Already In This Energy Storage Company Already Has $185M in Contracts—Shares Are Still Available The California Governor then shared how a favorable regulatory environment in California helped Musk to become a ""multi-billionaire, maybe trillionaire, that he's become.""
               Describing it as the ""greatest own goal,"" Newsom shared that Musk, as well as Trump, were letting Chinese EVs grow on the global stage.
               ""They have 70% of the global EV market.
>>> TARGET >>> It's about statecraft with them.
               It's about supply chains.",It's about statecraft with them.,It,<NAME> about statecraft with them.,,,,
