sample_id,stratum,article_id,sent_idx,text,mentions_target,mentions_ceo,is_comparative,target_is_subject,resolved_by_anaphora,resolved_by_coref,is_boilerplate,char_len,anaphor_char_start,anaphor_char_end,pos,neg,neu,absa_text,absa_aspect,absa_pos,absa_neg,absa_neu
agree_weak-139259558-18,agree_weak,139259558,18,"In short, don't buy Rivian shares simply because they are miles cheaper than Tesla stock.",True,False,True,False,False,False,False,89,,,0.05432279035449028,0.021574942395091057,0.9241021871566772,"In short, don't buy Rivian shares simply because they are miles cheaper than Tesla stock.",Tesla,0.14915378391742706,0.020446453243494034,0.830399751663208
agree_weak-139265366-13,agree_weak,139265366,13,"Musk had earlier shared plans to create an Optimus Academy to train the robot by using Tesla's reality generator, which helps in the training of the company's Full Self-Driving (FSD) technology.",True,True,False,False,False,False,False,194,,,0.16648253798484802,0.009268220514059067,0.824249267578125,"Musk had earlier shared plans to create an Optimus Academy to train the robot by using Tesla's reality generator, which helps in the training of the company's Full Self-Driving (FSD) technology.",Tesla,0.15257535874843597,0.008071121759712696,0.8393535017967224
agree_weak-139908240-58,agree_weak,139908240,58,"This one isn't really a big surprise on that note, but one thing that really stood out to me in the call is how all-in on robotics Tesla is becoming.",True,False,False,True,False,False,False,149,,,0.07998292148113251,0.02375345677137375,0.896263599395752,"This one isn't really a big surprise on that note, but one thing that really stood out to me in the call is how all-in on robotics Tesla is becoming.",Tesla,0.7942448258399963,0.023741886019706726,0.18201331794261932
agree_weak-140035348-24,agree_weak,140035348,24,"During the year, Tesla also deployed 46.7 gigawatt-hours (GWh) of energy storage products.",True,False,False,True,False,False,False,90,,,0.24850961565971375,0.010425729677081108,0.7410646677017212,"During the year, Tesla also deployed 46.7 gigawatt-hours (GWh) of energy storage products.",Tesla,0.2323734611272812,0.0058119106106460094,0.7618146538734436
agree_weak-140418488-45,agree_weak,140418488,45,That comes with significant risk as Tesla takes on competing robotaxi services and legacy rideshare platforms.,True,False,False,True,False,False,False,110,,,0.099433034658432,0.5852433443069458,0.3153236508369446,That comes with significant risk as Tesla takes on competing robotaxi services and legacy rideshare platforms.,Tesla,0.004571606405079365,0.17976482212543488,0.8156635761260986
agree_weak-140457037-8,agree_weak,140457037,8,"That threshold has long been met by Waymo's vehicles, but the certification raises questions about Tesla 's filings.",True,False,True,False,False,False,False,116,,,0.10167855024337769,0.25368085503578186,0.6446405649185181,"That threshold has long been met by Waymo's vehicles, but the certification raises questions about Tesla 's filings.",Tesla,0.0029424349777400494,0.8584516048431396,0.13860593736171722
agree_weak-140457075-12,agree_weak,140457075,12,"Impax US Sustainable Economy Fund stated the following regarding Tesla, Inc. (NASDAQ:TSLA) in its Q1 2026 investor letter: ""Tesla, Inc. (NASDAQ:TSLA) (Consumer Discretionary, Automobile Manufacturers) is held but as a significant underweight position, relative to the benchmark, given limited sustainability opportunity exposure and a weaker Corporate Resilience profile.",True,False,False,False,False,False,False,371,,,0.24162070453166962,0.6395246386528015,0.11885467171669006,"Impax US Sustainable Economy Fund stated the following regarding Tesla, Inc. (NASDAQ:TSLA) in its Q1 2026 investor letter: ""Tesla, Inc. (NASDAQ:TSLA) (Consumer Discretionary, Automobile Manufacturers) is held but as a significant underweight position, relative to the benchmark, given limited sustainability opportunity exposure and a weaker Corporate Resilience profile.",Tesla,0.01191847026348114,0.8017013072967529,0.1863802671432495
agree_weak-140468096-2,agree_weak,140468096,2,"( GOOGL +0.82% ) , Amazon ( AMZN -0.80% ) , Apple ( AAPL +1.00% ) , Meta Platforms ( META +2.79% ) , Microsoft ( MSFT +0.90% ) , Nvidia ( NVDA +0.54% ) , and Tesla ( TSLA +3.80% ) .",True,False,True,True,False,False,False,181,,,0.042578745633363724,0.01587190292775631,0.9415493607521057,"( GOOGL +0.82% ) , Amazon ( AMZN -0.80% ) , Apple ( AAPL +1.00% ) , Meta Platforms ( META +2.79% ) , Microsoft ( MSFT +0.90% ) , Nvidia ( NVDA +0.54% ) , and Tesla ( TSLA +3.80% ) .",Tesla,0.6245080232620239,0.011247009038925171,0.3642449676990509
agree_weak-140757298-19,agree_weak,140757298,19,Tesla's Q2 delivery announcement before Thursday market open will provide crucial assessment of electric vehicle demand trends and the company's production capabilities.,True,False,False,True,False,False,False,169,,,0.2317638248205185,0.008448682725429535,0.7597874402999878,Tesla's Q2 delivery announcement before Thursday market open will provide crucial assessment of electric vehicle demand trends and the company's production capabilities.,Tesla,0.11195818334817886,0.004377161618322134,0.8836647272109985
agree_weak-140770027-23,agree_weak,140770027,23,Tesla's robotaxi ambitions are a key part of the company's long-term vision.,True,False,False,True,False,False,False,76,,,0.3179722726345062,0.006746847648173571,0.6752808690071106,Tesla's robotaxi ambitions are a key part of the company's long-term vision.,Tesla,0.1435961127281189,0.006160245276987553,0.8502436280250549
agree_weak-140771169-2,agree_weak,140771169,2,Tesla sold millions of cars with the promise that they would eventually gain self-driving capabilities.,True,False,False,True,False,False,False,103,,,0.269766241312027,0.011214613914489746,0.7190191745758057,Tesla sold millions of cars with the promise that they would eventually gain self-driving capabilities.,Tesla,0.15789629518985748,0.0261127520352602,0.8159910440444946
agree_weak-140776211-12,agree_weak,140776211,12,Tesla designs and sells high-performance electric vehicles alongside its expanding energy generation and storage product lines.,True,False,False,False,False,False,False,127,,,0.09639469534158707,0.009696255438029766,0.8939090371131897,Tesla designs and sells high-performance electric vehicles alongside its expanding energy generation and storage product lines.,Tesla,0.3920162320137024,0.006806753110140562,0.6011770367622375
agree_weak-141043585-3,agree_weak,141043585,3,"Tesla is set to buy electricity from Project Sterling, a large solar and battery storage project which includes 509 MW of solar power generation and a 360 MW battery storage system with 1.4 GWh of energy capacity.",True,False,False,True,False,False,False,213,,,0.17514094710350037,0.0073845903389155865,0.8174745440483093,"Tesla is set to buy electricity from Project Sterling, a large solar and battery storage project which includes 509 MW of solar power generation and a 360 MW battery storage system with 1.4 GWh of energy capacity.",Tesla,0.14669331908226013,0.008101015351712704,0.8452056646347046
agree_weak-141052886-1,agree_weak,141052886,1,"The new Defined Income Boost lineup comprises six ETFs linked to Nvidia, Tesla, Alphabet, Meta Platforms, Palantir Technologies and Micron Technology.",True,False,True,False,False,False,False,150,,,0.10115751624107361,0.008116220124065876,0.8907262682914734,"The new Defined Income Boost lineup comprises six ETFs linked to Nvidia, Tesla, Alphabet, Meta Platforms, Palantir Technologies and Micron Technology.",Tesla,0.11491740494966507,0.004785186145454645,0.8802974820137024
agree_weak-141084276-15,agree_weak,141084276,15,"Tesla's Gigafactory Shanghai is the company's largest and most productive facility, with annual capacity exceeding 950,000 vehicles and historically accounting for more than half of Tesla's global deliveries.",True,False,False,True,False,False,False,208,,,0.3927493691444397,0.008898315951228142,0.5983523726463318,"Tesla's Gigafactory Shanghai is the company's largest and most productive facility, with annual capacity exceeding 950,000 vehicles and historically accounting for more than half of Tesla's global deliveries.",Tesla,0.5804476737976074,0.008247967809438705,0.4113043546676636
agree_weak-141107636-1,agree_weak,141107636,1,"But, currently priced at 140 times next year's expected earnings of $2.23 per share, there's also no denying Tesla stock is outrageously expensive.",True,False,False,True,False,False,False,147,,,0.05439109727740288,0.33586201071739197,0.6097468733787537,"But, currently priced at 140 times next year's expected earnings of $2.23 per share, there's also no denying Tesla stock is outrageously expensive.",Tesla,0.00808716006577015,0.9552360773086548,0.03667674958705902
agree_weak-141119242-16,agree_weak,141119242,16,"Tesla’s AI infrastructure is centered on its Cortex supercomputer at Gigafactory Texas, which trains Full Self-Driving and Optimus AI models.",True,False,False,True,False,False,False,141,,,0.08000318706035614,0.01019770372658968,0.9097990989685059,"Tesla’s AI infrastructure is centered on its Cortex supercomputer at Gigafactory Texas, which trains Full Self-Driving and Optimus AI models.",Tesla,0.13371650874614716,0.010643172077834606,0.8556402325630188
agree_weak-141125703-22,agree_weak,141125703,22,"While profitable with positive cash flows, Uber is just 13% the size of Tesla That limits its relative ability to raise capital.",True,False,True,False,False,False,False,128,,,0.112873874604702,0.05755578354001045,0.8295703530311584,"While profitable with positive cash flows, Uber is just 13% the size of Tesla That limits its relative ability to raise capital.",Tesla,0.16531041264533997,0.040185730904340744,0.7945038080215454
agree_weak-141127412-15,agree_weak,141127412,15,Another concern for investors is Tesla's sky-high valuation.,True,False,False,False,False,False,False,60,,,0.1174968034029007,0.5708767175674438,0.31162649393081665,Another concern for investors is Tesla's sky-high valuation.,Tesla,0.00671754963696003,0.5698392987251282,0.42344316840171814
agree_weak-141137161-0,agree_weak,141137161,0,"The facility in Grimes County will span more than 100 million square feet and is expected to create at least 3,000 jobs Tesla $TSLA and SpaceX confirmed Thursday that their jointly developed semiconductor factory, called Terafab, will be built in Grimes County, Texas, with an initial investment of $16.8 billion and a planned workforce of at least 3,000 people.",True,False,True,False,False,False,False,362,,,0.2570588290691376,0.012605411931872368,0.7303357720375061,"The facility in Grimes County will span more than 100 million square feet and is expected to create at least 3,000 jobs Tesla $TSLA and SpaceX confirmed Thursday that their jointly developed semiconductor factory, called Terafab, will be built in Grimes County, Texas, with an initial investment of $16.8 billion and a planned workforce of at least 3,000 people.",Tesla,0.1252685785293579,0.0070574632845819,0.8676739931106567
disagree_comparative-136507791-66,disagree_comparative,136507791,66,"For investors seeking exposure to the next wave of EV growth, we believe Ford offers a more grounded path than Tesla's high-priced, slowing trajectory.",True,False,True,False,False,False,False,151,,,0.8607015609741211,0.01186751201748848,0.1274309605360031,"For investors seeking exposure to the next wave of EV growth, we believe Ford offers a more grounded path than Tesla's high-priced, slowing trajectory.",Tesla,0.003974133171141148,0.9855266809463501,0.010499213822185993
disagree_comparative-136509403-0,disagree_comparative,136509403,0,"Oops, something went wrong Prospective buyers of EVs from Tesla ( TSLA ), GM ( GM ), Ford ( F ), and others have a little extra time to purchase an EV before the Sept. 30 deadline cancels the EV tax credit.",True,False,True,False,False,False,False,206,,,0.02641487494111061,0.7564899921417236,0.21709510684013367,"Oops, something went wrong Prospective buyers of EVs from Tesla ( TSLA ), GM ( GM ), Ford ( F ), and others have a little extra time to purchase an EV before the Sept. 30 deadline cancels the EV tax credit.",Tesla,0.1723780333995819,0.02062423713505268,0.8069977164268494
disagree_comparative-136855449-0,disagree_comparative,136855449,0,"Oops, something went wrong Robert Harmon oversaw construction projects at Amazon and site selection for Tesla's first Gigafactory WASHINGTON, September 23, 2025 --( BUSINESS WIRE )",True,False,True,False,False,False,False,180,,,0.036501191556453705,0.05873846635222435,0.9047603607177734,"Oops, something went wrong Robert Harmon oversaw construction projects at Amazon and site selection for Tesla's first Gigafactory WASHINGTON, September 23, 2025 --( BUSINESS WIRE )",Tesla,0.01735595427453518,0.011358975432813168,0.9712850451469421
disagree_comparative-136904020-4,disagree_comparative,136904020,4,"Unlike big tech movers like Palantir, Nvidia, and Tesla, dividend stocks are often steady growers, which perfectly encapsulates how the companies themselves work: steady growth, sustainable cash flow, and, of course, reliable dividends.",True,False,True,False,False,False,False,236,,,0.22142572700977325,0.014452246017754078,0.7641220092773438,"Unlike big tech movers like Palantir, Nvidia, and Tesla, dividend stocks are often steady growers, which perfectly encapsulates how the companies themselves work: steady growth, sustainable cash flow, and, of course, reliable dividends.",Tesla,0.016785670071840286,0.18202626705169678,0.8011879920959473
disagree_comparative-136933989-27,disagree_comparative,136933989,27,"In other words, it’s likely only a matter of time, probably a short one, before BYD surpasses Tesla here as well.",True,False,True,False,False,False,False,113,,,0.10527213662862778,0.021369216963648796,0.8733586668968201,"In other words, it’s likely only a matter of time, probably a short one, before BYD surpasses Tesla here as well.",Tesla,0.008744997903704643,0.9696729779243469,0.021582014858722687
disagree_comparative-137215870-0,disagree_comparative,137215870,0,"According to Nvidia ( NVDA +0.54% ) CEO Jensen Huang, Tesla ( TSLA +3.80% ) CEO Elon Musk is a ""superhuman.""",True,True,True,True,False,False,False,108,,,0.05092979595065117,0.12874889373779297,0.8203213214874268,"According to Nvidia ( NVDA +0.54% ) CEO Jensen Huang, Tesla ( TSLA +3.80% ) CEO Elon Musk is a ""superhuman.""",Tesla,0.8749681115150452,0.027900777757167816,0.09713112562894821
disagree_comparative-137266456-0,disagree_comparative,137266456,0,"Oops, something went wrong For Immediate Release Chicago, IL – October 30, 2025 – Today, Zacks Investment Ideas feature highlights Amazon.com AMZN, Alphabet GOOGL and Tesla TSLA.",True,False,True,False,False,False,False,178,,,0.025594819337129593,0.03169620409607887,0.9427089691162109,"Oops, something went wrong For Immediate Release Chicago, IL – October 30, 2025 – Today, Zacks Investment Ideas feature highlights Amazon.com AMZN, Alphabet GOOGL and Tesla TSLA.",Tesla,0.28916844725608826,0.015562131069600582,0.6952694654464722
disagree_comparative-137589065-14,disagree_comparative,137589065,14,"Not all members of the elite group are equally contributing to the growth pace, ranging from Tesla's -39.5% earnings decline in Q3 to Nvidia's +57.3% jump and Alphabet's +33% growth pace.",True,False,True,False,False,False,False,187,,,0.22539032995700836,0.11618898063898087,0.6584206819534302,"Not all members of the elite group are equally contributing to the growth pace, ranging from Tesla's -39.5% earnings decline in Q3 to Nvidia's +57.3% jump and Alphabet's +33% growth pace.",Tesla,0.027132747694849968,0.8874866366386414,0.0853806659579277
disagree_comparative-137601353-12,disagree_comparative,137601353,12,"To determine if he rolled the money from Tesla and Nvidia into Microsoft and Apple, let's look at the sales and buys and see if it was a direct transfer or if he's sitting on a big pile of cash.",True,False,True,False,False,False,False,194,,,0.03721938654780388,0.027915000915527344,0.9348655939102173,"To determine if he rolled the money from Tesla and Nvidia into Microsoft and Apple, let's look at the sales and buys and see if it was a direct transfer or if he's sitting on a big pile of cash.",Tesla,0.0020922855474054813,0.013244419358670712,0.9846632480621338
disagree_comparative-138293770-15,disagree_comparative,138293770,15,"BYD is also currently the world's largest EV maker , dethroning Tesla for the first time last year.",True,False,True,False,False,False,False,99,,,0.20262911915779114,0.013142907060682774,0.7842280268669128,"BYD is also currently the world's largest EV maker , dethroning Tesla for the first time last year.",Tesla,0.004125868435949087,0.933138370513916,0.06273578852415085
disagree_comparative-138306068-44,disagree_comparative,138306068,44,"If SpaceX goes public at a $1.5 trillion valuation, he wins that battle regardless of what Tesla stock does next quarter.",True,False,True,True,False,False,False,121,,,0.08908494561910629,0.017239224165678024,0.8936758637428284,"If SpaceX goes public at a $1.5 trillion valuation, he wins that battle regardless of what Tesla stock does next quarter.",Tesla,0.03431800752878189,0.863418698310852,0.10226329416036606
disagree_comparative-138316633-8,disagree_comparative,138316633,8,"""My take: Investors would likely approve the deal (either SpaceX or Tesla buying xAI) because it's Elon thinking big, future versions of Colossus belong in space,"" Munster wrote.",True,True,True,True,False,False,False,178,,,0.5206770300865173,0.013018877245485783,0.46630406379699707,"""My take: Investors would likely approve the deal (either SpaceX or Tesla buying xAI) because it's Elon thinking big, future versions of Colossus belong in space,"" Munster wrote.",Tesla,0.011538340710103512,0.01342641282826662,0.9750351905822754
disagree_comparative-138495312-23,disagree_comparative,138495312,23,"""Tesla's robotaxi dream hits wall of distrust — Waymo cruises ahead"" , by Surbhi Jain , reports that nearly half of Americans surveyed say Tesla 's (NASDAQ: TSLA )",True,False,True,True,False,False,False,163,,,0.08224193751811981,0.035427309572696686,0.8823307752609253,"""Tesla's robotaxi dream hits wall of distrust — Waymo cruises ahead"" , by Surbhi Jain , reports that nearly half of Americans surveyed say Tesla 's (NASDAQ: TSLA )",Tesla,0.01374906487762928,0.5437228083610535,0.4425281286239624
disagree_comparative-138929005-24,disagree_comparative,138929005,24,"On the other hand, Waymo, which competes with Tesla’s robotaxi, recently announced that it reached 14 million paid Robotaxi rides in 2025, also reportedly reaching the 450,000 weekly Robotaxi rides milestone.",True,False,True,True,False,False,False,208,,,0.8934903144836426,0.009642744436860085,0.09686694294214249,"On the other hand, Waymo, which competes with Tesla’s robotaxi, recently announced that it reached 14 million paid Robotaxi rides in 2025, also reportedly reaching the 450,000 weekly Robotaxi rides milestone.",Tesla,0.01926615461707115,0.42768383026123047,0.5530500411987305
disagree_comparative-139197273-6,disagree_comparative,139197273,6,"Meanwhile, Tesla's Chinese competitor BYD, which sells a mix of pure EVs and hybrids, reported sales in Europe jumped 165% to 18,242 units.",True,False,True,True,False,False,False,139,,,0.957895815372467,0.02151944488286972,0.020584693178534508,"Meanwhile, Tesla's Chinese competitor BYD, which sells a mix of pure EVs and hybrids, reported sales in Europe jumped 165% to 18,242 units.",Tesla,0.06438032537698746,0.12313881516456604,0.8124807476997375
disagree_comparative-139559196-17,disagree_comparative,139559196,17,"Some analysts think a combined Tesla and SpaceX could give Elon Musk tighter control of an integrated AI and space platform, while others, like Gary Black, have warned that a stock-based deal at current valuations could be dilutive for existing Tesla holders and introduce new governance and capital allocation questions.",True,True,True,True,False,False,False,321,,,0.012696599587798119,0.9293935894966125,0.057909853756427765,"Some analysts think a combined Tesla and SpaceX could give Elon Musk tighter control of an integrated AI and space platform, while others, like Gary Black, have warned that a stock-based deal at current valuations could be dilutive for existing Tesla holders and introduce new governance and capital allocation questions.",Tesla,0.030471621081233025,0.004918017890304327,0.9646102786064148
disagree_comparative-139563812-9,disagree_comparative,139563812,9,The reality is that Amazon ( NASDAQ:AMZN | AMZN Price Prediction ) and Tesla ( NASDAQ:TSLA ) together make up roughly 40% of the fund.,True,False,True,True,False,False,False,134,,,0.03699231520295143,0.01675279252231121,0.9462548494338989,The reality is that Amazon ( NASDAQ:AMZN | AMZN Price Prediction ) and Tesla ( NASDAQ:TSLA ) together make up roughly 40% of the fund.,Tesla,0.011364548467099667,0.037610579282045364,0.9510248899459839
disagree_comparative-139579133-3,disagree_comparative,139579133,3,"The shift comes at a pivotal moment for BYD, which has overtaken Tesla ( NASDAQ:TSLA ) as the world's top-selling EV maker but is now facing softer momentum in its home market.",True,False,True,False,False,False,False,176,,,0.5295925736427307,0.39879268407821655,0.07161466032266617,"The shift comes at a pivotal moment for BYD, which has overtaken Tesla ( NASDAQ:TSLA ) as the world's top-selling EV maker but is now facing softer momentum in its home market.",Tesla,0.03190634399652481,0.6939466595649719,0.27414703369140625
disagree_comparative-139590970-10,disagree_comparative,139590970,10,Investors who have been watching Nio’s recent momentum against Tesla will be paying close attention to whether those numbers confirm the trend.,True,False,True,True,False,False,False,143,,,0.3404293656349182,0.018707573413848877,0.6408630609512329,Investors who have been watching Nio’s recent momentum against Tesla will be paying close attention to whether those numbers confirm the trend.,Tesla,0.0036080963909626007,0.911937952041626,0.08445392549037933
disagree_comparative-139909984-46,disagree_comparative,139909984,46,"Even so, the bigger force over the next few months may be sentiment around Elon Musk’s broader ecosystem, because a successful SpaceX IPO could quickly pull attention away from Tesla’s cash burn and back toward the growth optionality investors usually pay up for in Musk-linked assets.",True,True,True,False,False,False,False,285,,,0.3373178243637085,0.10545024275779724,0.5572319030761719,"Even so, the bigger force over the next few months may be sentiment around Elon Musk’s broader ecosystem, because a successful SpaceX IPO could quickly pull attention away from Tesla’s cash burn and back toward the growth optionality investors usually pay up for in Musk-linked assets.",Tesla,0.059044186025857925,0.6633891463279724,0.27756673097610474
disagree_comparative-139926442-8,disagree_comparative,139926442,8,"Last year, BYD became the top-selling EV company , taking the crown from Tesla .",True,False,True,False,False,False,False,80,,,0.6994724273681641,0.01174922939389944,0.28877830505371094,"Last year, BYD became the top-selling EV company , taking the crown from Tesla .",Tesla,0.016084536910057068,0.860234797000885,0.12368064373731613
disagree_comparative-140418488-4,disagree_comparative,140418488,4,"Despite the sprawling business empire Musk has built, one company finds itself with a significant number of operations that go head-to-head with Tesla or SpaceX.",True,True,True,False,False,False,False,161,,,0.10968072712421417,0.014241546392440796,0.8760777115821838,"Despite the sprawling business empire Musk has built, one company finds itself with a significant number of operations that go head-to-head with Tesla or SpaceX.",Tesla,0.0045867557637393475,0.03941979259252548,0.9559934139251709
disagree_comparative-140420086-58,disagree_comparative,140420086,58,Tesla just… Tesla (NASDAQ: TSLA | TSLA Price Prediction) and BYD (OTC: BYDDF) sit on opposite sides of the global EV map.…,True,False,True,True,False,False,False,122,,,0.06644728779792786,0.01622593402862549,0.917326807975769,Tesla just… Tesla (NASDAQ: TSLA | TSLA Price Prediction) and BYD (OTC: BYDDF) sit on opposite sides of the global EV map.…,Tesla,0.008892256766557693,0.02083706483244896,0.9702706933021545
disagree_comparative-140427269-0,disagree_comparative,140427269,0,"Oops, something went wrong Investing.com -- Elon Musk has discussed with colleagues the possibility of combining SpaceX with Tesla, according to a CNBC report on Tuesday.",True,True,True,False,False,False,False,170,,,0.08416139334440231,0.02349327690899372,0.8923453092575073,"Oops, something went wrong Investing.com -- Elon Musk has discussed with colleagues the possibility of combining SpaceX with Tesla, according to a CNBC report on Tuesday.",Tesla,0.015158270485699177,0.03999008238315582,0.9448516368865967
disagree_comparative-140431925-10,disagree_comparative,140431925,10,"Despite its third consecutive month of gains, Tesla is still lagging behind BYD, which continued to race ahead with a surge of about 117% YoY.",True,False,True,True,False,False,False,142,,,0.7743526697158813,0.19743317365646362,0.028214160352945328,"Despite its third consecutive month of gains, Tesla is still lagging behind BYD, which continued to race ahead with a surge of about 117% YoY.",Tesla,0.04862741380929947,0.8468658924102783,0.10450662672519684
disagree_comparative-140453397-0,disagree_comparative,140453397,0,"Oops, something went wrong Waymo has nearly 600 autonomous vehicles registered in Texas, a figure that far outpaces emerging competitors Avride, Nuro, Tesla, and Zoox, according to data available in a new website launched by the Texas Department of Motor Vehicles.",True,False,True,False,False,False,False,264,,,0.3121007978916168,0.0514163076877594,0.6364828944206238,"Oops, something went wrong Waymo has nearly 600 autonomous vehicles registered in Texas, a figure that far outpaces emerging competitors Avride, Nuro, Tesla, and Zoox, according to data available in a new website launched by the Texas Department of Motor Vehicles.",Tesla,0.01492980308830738,0.5136579871177673,0.47141221165657043
disagree_comparative-140454462-9,disagree_comparative,140454462,9,"Ford’s price action over the last month — in which it has added roughly a quarter to its market cap — is usually not something we associate with legacy automakers, but more like that of Tesla (TSLA) .",True,False,True,False,False,False,False,200,,,0.05639830231666565,0.12210113555192947,0.8215005397796631,"Ford’s price action over the last month — in which it has added roughly a quarter to its market cap — is usually not something we associate with legacy automakers, but more like that of Tesla (TSLA) .",Tesla,0.9413731098175049,0.006672499235719442,0.051954325288534164
disagree_comparative-140724539-0,disagree_comparative,140724539,0,"Oops, something went wrong June 25 (Reuters) - Micron Technology edged past the market valuation ‌of Meta Platforms and briefly ‌Tesla's for the first time on Thursday, ​after the memory chipmaker's solid forecast helped extend its AI-driven ascent.",True,False,True,False,False,False,False,249,,,0.94782555103302,0.026827741414308548,0.025346700102090836,"Oops, something went wrong June 25 (Reuters) - Micron Technology edged past the market valuation ‌of Meta Platforms and briefly ‌Tesla's for the first time on Thursday, ​after the memory chipmaker's solid forecast helped extend its AI-driven ascent.",Tesla,0.006826537195593119,0.023337651044130325,0.9698358774185181
disagree_comparative-140725566-60,disagree_comparative,140725566,60,"The newly public rocket and connectivity giant has… Elon Musk is talking openly about merging Tesla (NASDAQ:TSLA | TSLA Price Prediction) and SpaceX, and he is doing it… Tesla is sitting 10% below where it started the year, but the options market and a rapidly changing cost structure… SpaceX reports its first-ever quarterly earnings Tuesday while a wave of insider shares looms on the horizon, and both events…",True,True,True,True,False,False,False,412,,,0.3976096510887146,0.43580934405326843,0.16658098995685577,"The newly public rocket and connectivity giant has… Elon Musk is talking openly about merging Tesla (NASDAQ:TSLA | TSLA Price Prediction) and SpaceX, and he is doing it… Tesla is sitting 10% below where it started the year, but the options market and a rapidly changing cost structure… SpaceX reports its first-ever quarterly earnings Tuesday while a wave of insider shares looms on the horizon, and both events…",Tesla,0.14041700959205627,0.1023949459195137,0.757188081741333
disagree_comparative-140735749-14,disagree_comparative,140735749,14,"His latest Rivian comments suggest he may have found something closer to that idea, just not from Tesla.",True,False,True,False,False,False,False,104,,,0.13223062455654144,0.024236874654889107,0.8435324430465698,"His latest Rivian comments suggest he may have found something closer to that idea, just not from Tesla.",Tesla,0.006136480253189802,0.771533191204071,0.22233031690120697
disagree_comparative-140739083-1,disagree_comparative,140739083,1,"Slate Auto, backed by Amazon.com founder Jeff Bezos , could have the secret formula to making disruption in the pickup truck market that includes Tesla Inc , Rivian Automotive , General Motors Co and Ford Motor Co .",True,False,True,False,False,False,False,215,,,0.03149668499827385,0.06420698761940002,0.904296338558197,"Slate Auto, backed by Amazon.com founder Jeff Bezos , could have the secret formula to making disruption in the pickup truck market that includes Tesla Inc , Rivian Automotive , General Motors Co and Ford Motor Co .",Tesla,0.3404254615306854,0.07668910920619965,0.5828855037689209
disagree_comparative-140745243-3,disagree_comparative,140745243,3,"Right now, there's one reason you might want to own SpaceX stock over Tesla.",True,False,True,False,False,False,False,76,,,0.04557459428906441,0.023597991093993187,0.9308273792266846,"Right now, there's one reason you might want to own SpaceX stock over Tesla.",Tesla,0.004844381473958492,0.9804775714874268,0.014678004197776318
disagree_comparative-140763930-4,disagree_comparative,140763930,4,2 See for yourself (Sponsor) Sending You to Google News in 3 It has been assumed up until recently that the primary challenge to Tesla’s ( NASDAQ: TSLA | TSLA Price Prediction ) self-driving business was Google Waymo.,True,False,True,True,False,False,False,217,,,0.07639970630407333,0.032996416091918945,0.8906038999557495,2 See for yourself (Sponsor) Sending You to Google News in 3 It has been assumed up until recently that the primary challenge to Tesla’s ( NASDAQ: TSLA | TSLA Price Prediction ) self-driving business was Google Waymo.,Tesla,0.011375370435416698,0.02427954412996769,0.9643450379371643
disagree_comparative-141043455-35,disagree_comparative,141043455,35,"Free Stock Analysis Report Apple Inc. (AAPL) : Free Stock Analysis Report Microsoft Corporation (MSFT) : Free Stock Analysis Report ASML Holding N.V. (ASML) : Free Stock Analysis Report Tesla, Inc. (TSLA) : Free Stock Analysis Report Alphabet Inc. (GOOGL) : Free Stock Analysis Report Meta Platforms, Inc. (META) : Free Stock Analysis Report This article originally published on Zacks Investment Research (zacks.com).",True,False,True,False,False,False,False,417,,,0.020792506635189056,0.03311851620674133,0.9460890293121338,"Free Stock Analysis Report Apple Inc. (AAPL) : Free Stock Analysis Report Microsoft Corporation (MSFT) : Free Stock Analysis Report ASML Holding N.V. (ASML) : Free Stock Analysis Report Tesla, Inc. (TSLA) : Free Stock Analysis Report Alphabet Inc. (GOOGL) : Free Stock Analysis Report Meta Platforms, Inc. (META) : Free Stock Analysis Report This article originally published on Zacks Investment Research (zacks.com).",Tesla,0.1684299111366272,0.0155648747459054,0.8160052299499512
disagree_comparative-141046304-18,disagree_comparative,141046304,18,Get the latest stock analysis from Benzinga: TESLA (TSLA): Free Stock Analysis Report SPACEX (SPCX): Free Stock Analysis Report This article SpaceX Wipes Out a Full Tesla's Worth of Market Value Since Peaking in June originally appeared on Benzinga.com © 2026 Benzinga.com.,True,False,True,True,False,False,False,273,,,0.01827598549425602,0.059420615434646606,0.9223034381866455,Get the latest stock analysis from Benzinga: TESLA (TSLA): Free Stock Analysis Report SPACEX (SPCX): Free Stock Analysis Report This article SpaceX Wipes Out a Full Tesla's Worth of Market Value Since Peaking in June originally appeared on Benzinga.com © 2026 Benzinga.com.,Tesla,0.034638676792383194,0.0037574043963104486,0.9616038799285889
disagree_comparative-141051091-10,disagree_comparative,141051091,10,Musk said in Tesla’s latest earnings call that there was “more and more overlap” with SpaceX and singled out Terafab as a “gigantic project.”,True,True,True,False,False,False,False,141,,,0.148533895611763,0.6204671859741211,0.2309989184141159,Musk said in Tesla’s latest earnings call that there was “more and more overlap” with SpaceX and singled out Terafab as a “gigantic project.”,Tesla,0.06170717999339104,0.04339715465903282,0.8948956727981567
disagree_comparative-141052875-3,disagree_comparative,141052875,3,Wood also bought into Tesla and SpaceX amid the recent dip in the market.,True,False,True,False,False,False,False,73,,,0.21685275435447693,0.6279701590538025,0.15517713129520416,Wood also bought into Tesla and SpaceX amid the recent dip in the market.,Tesla,0.01795022003352642,0.0026185689494013786,0.9794312119483948
