sample_id,text,algorithm_claim,algorithm_substituted_text,about_tesla,substitution_correct,note
coref-139577775-27,The company's revenue growth of -3.14% is significantly lower compared to the industry average of 1.02% .,The sentence does not name Tesla. A COREFERENCE MODEL decided a pronoun or phrase in it refers to Tesla.,Tesla's revenue growth of -3.14% is significantly lower compared to the industry average of 1.02% .,,,
ceo_only-136478879-31,This article Elon Musk Says Success Comes Down To 'Simple Math.',The sentence mentions Tesla's CEO (Musk) but not Tesla itself. The pipeline flagged it as CEO-related and did NOT tag it as being about Tesla.,,,,
anaphora-141117195-165,It's all these things that investors are focused on.,"The sentence does not name Tesla. A RECENCY HEURISTIC decided a phrase in it ('the company', 'It', 'the automaker') refers to Tesla, because Tesla was the most recently named company.",Tesla's all these things that investors are focused on.,,,
ceo_only-136476575-23,"This article Elon Musk Must Face Lawsuit Over Alleged $1 Million Election Lottery As Judge Cites Voter Fraud Claims, Data Harvesting Concerns originally appeared on Benzinga.com © 2025 Benzinga.com.",The sentence mentions Tesla's CEO (Musk) but not Tesla itself. The pipeline flagged it as CEO-related and did NOT tag it as being about Tesla.,,,,
anaphora-141145314-7,"It will rely on two-nanometer chip technology, among the most advanced processes available today.","The sentence does not name Tesla. A RECENCY HEURISTIC decided a phrase in it ('the company', 'It', 'the automaker') refers to Tesla, because Tesla was the most recently named company.","Tesla will rely on two-nanometer chip technology, among the most advanced processes available today.",,,
ceo_only-139588667-6,Lawmakers have requested information from the Treasury Department regarding Musk's potential influence on the decision to halt enforcement of the Corporate Transparency Act.,The sentence mentions Tesla's CEO (Musk) but not Tesla itself. The pipeline flagged it as CEO-related and did NOT tag it as being about Tesla.,,,,
anaphora-139570815-24,It will lift things.,"The sentence does not name Tesla. A RECENCY HEURISTIC decided a phrase in it ('the company', 'It', 'the automaker') refers to Tesla, because Tesla was the most recently named company.",Tesla will lift things.,,,
ceo_only-139552954-7,Musk's social media platform is also called X after a rebrand from Twitter in 2023.,The sentence mentions Tesla's CEO (Musk) but not Tesla itself. The pipeline flagged it as CEO-related and did NOT tag it as being about Tesla.,,,,
ceo_only-140035346-48,"Altman and Musk have openly sniped at each other on social media in the lead-up to the trial, causing the judge to request that both parties keep their posts to a minimum.",The sentence mentions Tesla's CEO (Musk) but not Tesla itself. The pipeline flagged it as CEO-related and did NOT tag it as being about Tesla.,,,,
coref-136541201-1,A new report indicates that the introduction of a new vehicle from a growing rival in the region could significantly impact the dominance of the Model Y.,The sentence does not name Tesla. A COREFERENCE MODEL decided a pronoun or phrase in it refers to Tesla.,,,,
coref-136557719-19,Sales in the US could be a bright spot for the company.,The sentence does not name Tesla. A COREFERENCE MODEL decided a pronoun or phrase in it refers to Tesla.,Sales in the US could be a bright spot for Tesla.,,,
ceo_only-140762087-25,"In honor of Elon Musk's 55th birthday, here are 55 facts and figures about the world's first trillionaire.",The sentence mentions Tesla's CEO (Musk) but not Tesla itself. The pipeline flagged it as CEO-related and did NOT tag it as being about Tesla.,,,,
ceo_only-136879376-1,"CEO Elon Musk , said she lives with three roommates in Los Angeles because it is ""cheaper"" and she often worries about money.",The sentence mentions Tesla's CEO (Musk) but not Tesla itself. The pipeline flagged it as CEO-related and did NOT tag it as being about Tesla.,,,,
anaphora-137589013-17,"The company essentially provides a Google Docs-like workflow for designers and coders to collaborate on a range of projects, allowing multiple people to work on designs that can be easily translated into code for website or app implementation.","The sentence does not name Tesla. A RECENCY HEURISTIC decided a phrase in it ('the company', 'It', 'the automaker') refers to Tesla, because Tesla was the most recently named company.","Tesla essentially provides a Google Docs-like workflow for designers and coders to collaborate on a range of projects, allowing multiple people to work on designs that can be easily translated into code for website or app implementation.",,,
coref-139906867-4,"In recent months, we have announced further regionalization and vertical integration of critical supply chains,"" The company reported a 16% rise in total revenues in the first quarter of the year to $22.4 billion from $19.3 billion in the same period last year.",The sentence does not name Tesla. A COREFERENCE MODEL decided a pronoun or phrase in it refers to Tesla.,"In recent months, Tesla have announced further regionalization and vertical integration of critical supply chains,"" The company reported a 16% rise in total revenues in the first quarter of the year to $22.4 billion from $19.3 billion in the same period last year.",,,
coref-137268642-11,"Analyst Andres Sheppard pointed to several key drivers for the new valuation, including upcoming production milestones for the company's Cybercab, Semi truck, and Optimus robot.",The sentence does not name Tesla. A COREFERENCE MODEL decided a pronoun or phrase in it refers to Tesla.,"Analyst Andres Sheppard pointed to several key drivers for the new valuation, including upcoming production milestones for Tesla's Cybercab, Semi truck, and Optimus robot.",,,
ceo_only-139589574-36,Musk isn't the only billionaire sounding alarms.,The sentence mentions Tesla's CEO (Musk) but not Tesla itself. The pipeline flagged it as CEO-related and did NOT tag it as being about Tesla.,,,,
coref-137897192-35,"""You know, we're making a couple million a year.",The sentence does not name Tesla. A COREFERENCE MODEL decided a pronoun or phrase in it refers to Tesla.,"""You know, Tesla're making a couple million a year.",,,
coref-141122355-393,"And then similarly, a road map question on the Semi, when do you anticipate looking at autonomy for the Semi -- because that seems like a pretty sizable market as well in terms of autonomous trucking and the need for it given what's going on in our country right now.",The sentence does not name Tesla. A COREFERENCE MODEL decided a pronoun or phrase in it refers to Tesla.,,,,
ceo_only-140124324-4,"Meanwhile, SpaceX’s filings have shared that shareholders within the company wouldn’t be able to fire Musk from his position as the CEO of the commercial space flight company without his consent.",The sentence mentions Tesla's CEO (Musk) but not Tesla itself. The pipeline flagged it as CEO-related and did NOT tag it as being about Tesla.,,,,
coref-137601489-24,"Now it's kind of a delay from what they were saying originally, but those are chips that that sort of both help train the AI and then also for inference purposes, how the thing operates in the real world, right?",The sentence does not name Tesla. A COREFERENCE MODEL decided a pronoun or phrase in it refers to Tesla.,"Now it's kind of a delay from what Tesla were saying originally, but those are chips that that sort of both help train the AI and then also for inference purposes, how the thing operates in the real world, right?",,,
anaphora-137268655-14,"Reuters reported the company has floated raising at least $60 billion through the listing, a figure that could cement OpenAI as the defining AI pure play for the next generation of investors.","The sentence does not name Tesla. A RECENCY HEURISTIC decided a phrase in it ('the company', 'It', 'the automaker') refers to Tesla, because Tesla was the most recently named company.","Reuters reported Tesla has floated raising at least $60 billion through the listing, a figure that could cement OpenAI as the defining AI pure play for the next generation of investors.",,,
ceo_only-141123341-0,"“SpaceX has committed to using Nvidia GPUs exclusively because they are the best,” Musk posted on X. And Cramer quickly reposted the comment with a five-word response: “and there it is.”",The sentence mentions Tesla's CEO (Musk) but not Tesla itself. The pipeline flagged it as CEO-related and did NOT tag it as being about Tesla.,,,,
ceo_only-140453398-11,"Tyson guessed ""rice and beans,"" but Musk had another menu in mind.",The sentence mentions Tesla's CEO (Musk) but not Tesla itself. The pipeline flagged it as CEO-related and did NOT tag it as being about Tesla.,,,,
anaphora-139208002-3,"According to Palantir's annual report, the company reported a U.S. income of $1.5 billion in the fourth quarter, as well as $4.4 billion in yearly revenue, but paid 0 federal income taxes and paid over $2.5 million in state taxes using research and development credits, among other things.","The sentence does not name Tesla. A RECENCY HEURISTIC decided a phrase in it ('the company', 'It', 'the automaker') refers to Tesla, because Tesla was the most recently named company.","According to Palantir's annual report, Tesla reported a U.S. income of $1.5 billion in the fourth quarter, as well as $4.4 billion in yearly revenue, but paid 0 federal income taxes and paid over $2.5 million in state taxes using research and development credits, among other things.",,,
anaphora-139579132-10,"It comes amid a wave of exits that started with Igor Babuschkin , who left in August 2025 to launch a new AI safety venture, and several others in a short span of time.","The sentence does not name Tesla. A RECENCY HEURISTIC decided a phrase in it ('the company', 'It', 'the automaker') refers to Tesla, because Tesla was the most recently named company.","Tesla comes amid a wave of exits that started with Igor Babuschkin , who left in August 2025 to launch a new AI safety venture, and several others in a short span of time.",,,
anaphora-139210532-32,"Effective Feb. 15, the company has now transitioned access to subscription-only, eliminating the one-time $8,000 purchase option as the economics of buying FSD outright stopped making much sense.","The sentence does not name Tesla. A RECENCY HEURISTIC decided a phrase in it ('the company', 'It', 'the automaker') refers to Tesla, because Tesla was the most recently named company.","Effective Feb. 15, Tesla has now transitioned access to subscription-only, eliminating the one-time $8,000 purchase option as the economics of buying FSD outright stopped making much sense.",,,
ceo_only-140059712-0,"Elon Musk on Tuesday shared his views on SpaceX’s reported pay package , which could be tied to the colonization of Mars and orbital datacenters.",The sentence mentions Tesla's CEO (Musk) but not Tesla itself. The pipeline flagged it as CEO-related and did NOT tag it as being about Tesla.,,,,
coref-140736410-23,"The US, its home market, remains its most important market by sales.",The sentence does not name Tesla. A COREFERENCE MODEL decided a pronoun or phrase in it refers to Tesla.,"The US, Tesla's home market, remains its most important market by sales.",,,
anaphora-138291523-17,"He signaled this year was not likely to be the end of increased spending, adding the company could look to pay for the investments ""through more debt or other means.""","The sentence does not name Tesla. A RECENCY HEURISTIC decided a phrase in it ('the company', 'It', 'the automaker') refers to Tesla, because Tesla was the most recently named company.","He signaled this year was not likely to be the end of increased spending, adding Tesla could look to pay for the investments ""through more debt or other means.""",,,
anaphora-139231686-18,"In January, the company delivered 20,011 vehicles , a 34% year-over-year decline.","The sentence does not name Tesla. A RECENCY HEURISTIC decided a phrase in it ('the company', 'It', 'the automaker') refers to Tesla, because Tesla was the most recently named company.","In January, Tesla delivered 20,011 vehicles , a 34% year-over-year decline.",,,
coref-136536286-17,"The business has never met our quality standards and we are happy to sit on the sidelines of this battleground stock.""",The sentence does not name Tesla. A COREFERENCE MODEL decided a pronoun or phrase in it refers to Tesla.,"Tesla has never met our quality standards and we are happy to sit on the sidelines of this battleground stock.""",,,
anaphora-136904014-18,"It also gets a little more complicated because as the targets become more challenging there will be more demand and less supply of these credits available, forcing some automakers to buy them ahead of time to be utilized when necessary.","The sentence does not name Tesla. A RECENCY HEURISTIC decided a phrase in it ('the company', 'It', 'the automaker') refers to Tesla, because Tesla was the most recently named company.","Tesla also gets a little more complicated because as the targets become more challenging there will be more demand and less supply of these credits available, forcing some automakers to buy them ahead of time to be utilized when necessary.",,,
ceo_only-141042353-7,CEO Elon Musk called this “the fastest industrial scale-up since World War II.”,The sentence mentions Tesla's CEO (Musk) but not Tesla itself. The pipeline flagged it as CEO-related and did NOT tag it as being about Tesla.,,,,
ceo_only-138306068-28,"Musk could sell 10% of SpaceX, raise $100-plus billion, and still control the company.",The sentence mentions Tesla's CEO (Musk) but not Tesla itself. The pipeline flagged it as CEO-related and did NOT tag it as being about Tesla.,,,,
coref-141056965-24,"The company is running early versions of its v15 autonomous driving software in robotaxis, but it's unclear when the technology will be ready for nationwide rollout -- or if regulators will sign off on it.",The sentence does not name Tesla. A COREFERENCE MODEL decided a pronoun or phrase in it refers to Tesla.,"Tesla is running early versions of its v15 autonomous driving software in robotaxis, but it's unclear when the technology will be ready for nationwide rollout -- or if regulators will sign off on it.",,,
anaphora-140736411-32,"In predicting a stock's future price performance, it's crucial to determine whether its current price correctly reflects the intrinsic value of the underlying business and the company's growth prospects.","The sentence does not name Tesla. A RECENCY HEURISTIC decided a phrase in it ('the company', 'It', 'the automaker') refers to Tesla, because Tesla was the most recently named company.","In predicting a stock's future price performance, it's crucial to determine whether its current price correctly reflects the intrinsic value of the underlying business and Tesla's growth prospects.",,,
coref-137215872-1,"Cramer discussed the company's CEO's AI ambitions and pay package, as he commented: ""… Then there's Musk.",The sentence does not name Tesla. A COREFERENCE MODEL decided a pronoun or phrase in it refers to Tesla.,"Cramer discussed Tesla's CEO's AI ambitions and pay package, as he commented: ""… Then there's Musk.",,,
coref-141062140-8,Multiplying that by its delivery number produces $23.7 billion.,The sentence does not name Tesla. A COREFERENCE MODEL decided a pronoun or phrase in it refers to Tesla.,Multiplying that by Tesla's delivery number produces $23.7 billion.,,,
anaphora-141122355-100,It's got to have a generalized touchscreen and computer use capability.,"The sentence does not name Tesla. A RECENCY HEURISTIC decided a phrase in it ('the company', 'It', 'the automaker') refers to Tesla, because Tesla was the most recently named company.",Tesla's got to have a generalized touchscreen and computer use capability.,,,
coref-141104218-7,"As evidence, he points to a strategic shift, claiming the company has ""discontinued the production of key car models"" and ""shifted their focus towards developing 'A.R.M.'""",The sentence does not name Tesla. A COREFERENCE MODEL decided a pronoun or phrase in it refers to Tesla.,"As evidence, he points to a strategic shift, claiming Tesla has ""discontinued the production of key car models"" and ""shifted their focus towards developing 'A.R.M.'""",,,
ceo_only-137268643-22,"Related articles CalPERS voting against Musk's $1T pay plan, citing 'power concentration' concerns 17 Undervalued Small-Cap Tech Stocks Primed to Outperform in Q4",The sentence mentions Tesla's CEO (Musk) but not Tesla itself. The pipeline flagged it as CEO-related and did NOT tag it as being about Tesla.,,,,
ceo_only-140755113-19,"Ellison, who ranks sixth by Forbes now, is also near the bottom of the prediction odds at 6%, despite actually surpassing Musk as the world's richest person for one day last year.",The sentence mentions Tesla's CEO (Musk) but not Tesla itself. The pipeline flagged it as CEO-related and did NOT tag it as being about Tesla.,,,,
ceo_only-140438004-14,Musk recently told investors he expected the robotaxi service to be widespread by the end of the year.,The sentence mentions Tesla's CEO (Musk) but not Tesla itself. The pipeline flagged it as CEO-related and did NOT tag it as being about Tesla.,,,,
coref-138290190-10,The company posted its biggest year-over-year sales volume drop ever in the fourth quarter and by far the biggest drop in annual sales at a company that at once been growing at nearly a 50% pace.,The sentence does not name Tesla. A COREFERENCE MODEL decided a pronoun or phrase in it refers to Tesla.,Tesla posted its biggest year-over-year sales volume drop ever in the fourth quarter and by far the biggest drop in annual sales at a company that at once been growing at nearly a 50% pace.,,,
coref-140757298-23,The company's battery storage deployment figures will offer additional perspective on energy infrastructure business growth.,The sentence does not name Tesla. A COREFERENCE MODEL decided a pronoun or phrase in it refers to Tesla.,Tesla's battery storage deployment figures will offer additional perspective on energy infrastructure business growth.,,,
coref-139903860-20,"It then delivered 1.63 million cars in 2025, which was down by an even steeper 9%.",The sentence does not name Tesla. A COREFERENCE MODEL decided a pronoun or phrase in it refers to Tesla.,"Tesla then delivered 1.63 million cars in 2025, which was down by an even steeper 9%.",,,
anaphora-140728383-22,"Earlier this month, the firm defaulted on a $343 million loan backed by the 40-story office tower at One South Wacker Drive .","The sentence does not name Tesla. A RECENCY HEURISTIC decided a phrase in it ('the company', 'It', 'the automaker') refers to Tesla, because Tesla was the most recently named company.","Earlier this month, Tesla defaulted on a $343 million loan backed by the 40-story office tower at One South Wacker Drive .",,,
coref-139579134-11,It is now AI or bust.,The sentence does not name Tesla. A COREFERENCE MODEL decided a pronoun or phrase in it refers to Tesla.,Tesla is now AI or bust.,,,
coref-137591214-14,That team has already designed and deployed several million AI chips in our cars and data centers.,The sentence does not name Tesla. A COREFERENCE MODEL decided a pronoun or phrase in it refers to Tesla.,That team has already designed and deployed several million AI chips in Tesla's cars and data centers.,,,
ceo_only-137601489-39,"So, it's more of the Musk sort of thing where he's touting a big thing, but the it's a timeline that that matters.",The sentence mentions Tesla's CEO (Musk) but not Tesla itself. The pipeline flagged it as CEO-related and did NOT tag it as being about Tesla.,,,,
anaphora-138313506-18,"Shares at the EV maker rose after it revealed it would stop producing its X and S models, enabling it to ramp up production in its robotics division.","The sentence does not name Tesla. A RECENCY HEURISTIC decided a phrase in it ('the company', 'It', 'the automaker') refers to Tesla, because Tesla was the most recently named company.","Shares at Tesla rose after it revealed it would stop producing its X and S models, enabling it to ramp up production in its robotics division.",,,
anaphora-138294592-23,It's it's quite a good scenario.,"The sentence does not name Tesla. A RECENCY HEURISTIC decided a phrase in it ('the company', 'It', 'the automaker') refers to Tesla, because Tesla was the most recently named company.",Tesla's it's quite a good scenario.,,,
ceo_only-137884559-13,He targeted a range of offices for cuts — from the US Agency for International Development (USAID) to Social Security offices — in rapid-fire layoffs and other moves that consumed Washington in the early months of Trump's term before Musk's abrupt departure at the end of May.,The sentence mentions Tesla's CEO (Musk) but not Tesla itself. The pipeline flagged it as CEO-related and did NOT tag it as being about Tesla.,,,,
coref-137878318-16,Shares of the EV maker have gained 23% on a year-to-date (YTD) basis.,The sentence does not name Tesla. A COREFERENCE MODEL decided a pronoun or phrase in it refers to Tesla.,Shares of Tesla have gained 23% on a year-to-date (YTD) basis.,,,
ceo_only-140432683-19,"Elon Musk-led SpaceX's IPO could face lawsuits from index funds as Nasdaq rule changes trigger investments, analyst says.",The sentence mentions Tesla's CEO (Musk) but not Tesla itself. The pipeline flagged it as CEO-related and did NOT tag it as being about Tesla.,,,,
anaphora-141122361-1,"This following company's $1 billion Series D funding round, which values the company at $13 billion post-money.","The sentence does not name Tesla. A RECENCY HEURISTIC decided a phrase in it ('the company', 'It', 'the automaker') refers to Tesla, because Tesla was the most recently named company.","This following company's $1 billion Series D funding round, which values Tesla at $13 billion post-money.",,,
coref-139247169-3,"CEO Elon Musk stated, “In terms of taxi vehicles carrying paid customers, I think we’re well over 500 at this point between the Bay Area and Austin.”",The sentence does not name Tesla. A COREFERENCE MODEL decided a pronoun or phrase in it refers to Tesla.,"CEO Elon Musk stated, “In terms of taxi vehicles carrying paid customers, I think Tesla’re well over 500 at this point between the Bay Area and Austin.”",,,
anaphora-138495182-18,"It expires in 1 day(s) on August 29, 2025 .","The sentence does not name Tesla. A RECENCY HEURISTIC decided a phrase in it ('the company', 'It', 'the automaker') refers to Tesla, because Tesla was the most recently named company.","Tesla expires in 1 day(s) on August 29, 2025 .",,,
anaphora-138299999-163,"It was as high as 15, as low as five at various points.","The sentence does not name Tesla. A RECENCY HEURISTIC decided a phrase in it ('the company', 'It', 'the automaker') refers to Tesla, because Tesla was the most recently named company.","Tesla was as high as 15, as low as five at various points.",,,
coref-136892571-9,"People just want to get on board, they feel like it had its time of purgatory and it's ready to roll.",The sentence does not name Tesla. A COREFERENCE MODEL decided a pronoun or phrase in it refers to Tesla.,"People just want to get on board, they feel like Tesla had its time of purgatory and it's ready to roll.",,,
ceo_only-141076562-22,"Musk called it ""absurdly fake news.""",The sentence mentions Tesla's CEO (Musk) but not Tesla itself. The pipeline flagged it as CEO-related and did NOT tag it as being about Tesla.,,,,
ceo_only-141052996-5,"""Money won't matter in 2036,"" Musk can be seen saying in the interview.",The sentence mentions Tesla's CEO (Musk) but not Tesla itself. The pipeline flagged it as CEO-related and did NOT tag it as being about Tesla.,,,,
ceo_only-138301034-6,"These potential consolidation moves within Musk's business empire could attract significant interest from infrastructure funds and Middle Eastern sovereign investors, according to several sources.",The sentence mentions Tesla's CEO (Musk) but not Tesla itself. The pipeline flagged it as CEO-related and did NOT tag it as being about Tesla.,,,,
anaphora-139570815-25,It will do manual labor.,"The sentence does not name Tesla. A RECENCY HEURISTIC decided a phrase in it ('the company', 'It', 'the automaker') refers to Tesla, because Tesla was the most recently named company.",Tesla will do manual labor.,,,
ceo_only-138295578-10,"Musk himself admitted early Optimus production will be “agonizingly slow,” echoing his pattern of missed timelines on Cybercab and previous robotics promises.",The sentence mentions Tesla's CEO (Musk) but not Tesla itself. The pipeline flagged it as CEO-related and did NOT tag it as being about Tesla.,,,,
ceo_only-139589574-25,"""We are 1,000% going to go bankrupt as a country, and fail as a country, without AI and robots,"" Musk said, adding, ""Nothing else will solve the national debt.",The sentence mentions Tesla's CEO (Musk) but not Tesla itself. The pipeline flagged it as CEO-related and did NOT tag it as being about Tesla.,,,,
coref-141102908-2,"The decline in the stock came down to a pincer-like movement on gross and operating margins caused by rising costs, including raw material costs and increased costs of providing financing, and increased research and development in connection with robotaxi and Optimus.",The sentence does not name Tesla. A COREFERENCE MODEL decided a pronoun or phrase in it refers to Tesla.,"The decline in Tesla came down to a pincer-like movement on gross and operating margins caused by rising costs, including raw material costs and increased costs of providing financing, and increased research and development in connection with robotaxi and Optimus.",,,
ceo_only-138295575-22,"“Obviously, that’s not real,” Musk said as the costumed figure left the stage.",The sentence mentions Tesla's CEO (Musk) but not Tesla itself. The pipeline flagged it as CEO-related and did NOT tag it as being about Tesla.,,,,
coref-141135352-19,"The stock trades at over 150 times forward earnings and even pushes 200 times, depending on earnings estimates.",The sentence does not name Tesla. A COREFERENCE MODEL decided a pronoun or phrase in it refers to Tesla.,"Tesla trades at over 150 times forward earnings and even pushes 200 times, depending on earnings estimates.",,,
ceo_only-137237691-5,"The letter is married to a largely unspoken threat that if Musk leaves, much of his work on artificial intelligence and robotics would go with him.",The sentence mentions Tesla's CEO (Musk) but not Tesla itself. The pipeline flagged it as CEO-related and did NOT tag it as being about Tesla.,,,,
coref-138291548-10,"Heavy-duty charging is yet another extension of our exploration into alternative fuel offerings, and we're happy to partner with a leader in the space that provides turnkey solutions and deploys them quickly,"" Pilot Senior Vice President, Alternative Fuels Shannon Sturgill said.",The sentence does not name Tesla. A COREFERENCE MODEL decided a pronoun or phrase in it refers to Tesla.,,,,
anaphora-138291548-16,The company serves an average of 1.2 million guests per day.,"The sentence does not name Tesla. A RECENCY HEURISTIC decided a phrase in it ('the company', 'It', 'the automaker') refers to Tesla, because Tesla was the most recently named company.",Tesla serves an average of 1.2 million guests per day.,,,
coref-137908145-1,"After wavering earlier this year, it is up 120% over the past five years.",The sentence does not name Tesla. A COREFERENCE MODEL decided a pronoun or phrase in it refers to Tesla.,"After wavering earlier this year, Tesla is up 120% over the past five years.",,,
ceo_only-137260277-9,They argue the award would consolidate Musk's control and weaken corporate governance.,The sentence mentions Tesla's CEO (Musk) but not Tesla itself. The pipeline flagged it as CEO-related and did NOT tag it as being about Tesla.,,,,
anaphora-139905743-4,It might create new revenue streams and boost user engagement.,"The sentence does not name Tesla. A RECENCY HEURISTIC decided a phrase in it ('the company', 'It', 'the automaker') refers to Tesla, because Tesla was the most recently named company.",Tesla might create new revenue streams and boost user engagement.,,,
ceo_only-141137163-13,"Nearly two years after Musk's post, economists at the Federal Reserve Bank of Dallas examined one piece of the affordability puzzle.",The sentence mentions Tesla's CEO (Musk) but not Tesla itself. The pipeline flagged it as CEO-related and did NOT tag it as being about Tesla.,,,,
anaphora-139912041-18,It fell short of the consensus estimates in each of the last four quarters.,"The sentence does not name Tesla. A RECENCY HEURISTIC decided a phrase in it ('the company', 'It', 'the automaker') refers to Tesla, because Tesla was the most recently named company.",Tesla fell short of the consensus estimates in each of the last four quarters.,,,
ceo_only-141046985-9,"Musk is worth more than the valuation of every Major League Baseball, National Basketball Association, National Football League and National Hockey League team combined and still has money left over.",The sentence mentions Tesla's CEO (Musk) but not Tesla itself. The pipeline flagged it as CEO-related and did NOT tag it as being about Tesla.,,,,
anaphora-140732170-34,It 3 Electron Launches Advertisement | Remove ads.,"The sentence does not name Tesla. A RECENCY HEURISTIC decided a phrase in it ('the company', 'It', 'the automaker') refers to Tesla, because Tesla was the most recently named company.",Tesla 3 Electron Launches Advertisement | Remove ads.,,,
ceo_only-141054986-18,Musk has attacked LiDAR for years .,The sentence mentions Tesla's CEO (Musk) but not Tesla itself. The pipeline flagged it as CEO-related and did NOT tag it as being about Tesla.,,,,
ceo_only-141046985-26,Elon Musk became the world’s first trillionaire in 2026 with the record-breaking SpaceX (NASDAQ: SPCX ) IPO taking his net worth to a peak of $1.32 trillion.,The sentence mentions Tesla's CEO (Musk) but not Tesla itself. The pipeline flagged it as CEO-related and did NOT tag it as being about Tesla.,,,,
ceo_only-140115802-14,Musk told the court that the for-profit company now has ‌OpenAI's assets.,The sentence mentions Tesla's CEO (Musk) but not Tesla itself. The pipeline flagged it as CEO-related and did NOT tag it as being about Tesla.,,,,
anaphora-139235358-12,"It's worth remembering that back in July 2025, he made a similar claim, suggesting autonomous ride-hailing could reach ""probably"" half the U.S. population by year-end—a target that ultimately slipped.","The sentence does not name Tesla. A RECENCY HEURISTIC decided a phrase in it ('the company', 'It', 'the automaker') refers to Tesla, because Tesla was the most recently named company.","Tesla's worth remembering that back in July 2025, he made a similar claim, suggesting autonomous ride-hailing could reach ""probably"" half the U.S. population by year-end—a target that ultimately slipped.",,,
anaphora-136522287-13,"The company has already added more than 100 positions over recent months to meet surging demand and address labor and safety challenges facing large industries, CNBC reports.","The sentence does not name Tesla. A RECENCY HEURISTIC decided a phrase in it ('the company', 'It', 'the automaker') refers to Tesla, because Tesla was the most recently named company.","Tesla has already added more than 100 positions over recent months to meet surging demand and address labor and safety challenges facing large industries, CNBC reports.",,,
coref-137278984-3,"We had sort of given up on the I mean, there is a cheaper model that they rolled out, but it's not really like new and exciting.",The sentence does not name Tesla. A COREFERENCE MODEL decided a pronoun or phrase in it refers to Tesla.,"We had sort of given up on the I mean, there is a cheaper model that Tesla rolled out, but it's not really like new and exciting.",,,
coref-141041708-21,"When asked why it doesn't scale to hundreds of vehicles in a given city, management said it's intentional, keeping its fleet small and testing its service across multiple cities to prove its self-driving service works everywhere.",The sentence does not name Tesla. A COREFERENCE MODEL decided a pronoun or phrase in it refers to Tesla.,"When asked why Tesla doesn't scale to hundreds of vehicles in a given city, management said it's intentional, keeping its fleet small and testing its service across multiple cities to prove its self-driving service works everywhere.",,,
anaphora-138475837-23,"It expires in 9 day(s) on January 9, 2026 .","The sentence does not name Tesla. A RECENCY HEURISTIC decided a phrase in it ('the company', 'It', 'the automaker') refers to Tesla, because Tesla was the most recently named company.","Tesla expires in 9 day(s) on January 9, 2026 .",,,
ceo_only-140122179-14,Musk’s lawyers argue that Microsoft enabled OpenAI’s alleged breach of charitable trust through its $13 billion in investments and its cloud partnership.,The sentence mentions Tesla's CEO (Musk) but not Tesla itself. The pipeline flagged it as CEO-related and did NOT tag it as being about Tesla.,,,,
anaphora-140112595-4,It's down 17% in 2026 and 24% below its record from last December.,"The sentence does not name Tesla. A RECENCY HEURISTIC decided a phrase in it ('the company', 'It', 'the automaker') refers to Tesla, because Tesla was the most recently named company.",Tesla's down 17% in 2026 and 24% below its record from last December.,,,
anaphora-140729332-13,Its revenue is probably negligible at this point.,"The sentence does not name Tesla. A RECENCY HEURISTIC decided a phrase in it ('the company', 'It', 'the automaker') refers to Tesla, because Tesla was the most recently named company.",Tesla's revenue is probably negligible at this point.,,,
anaphora-137215862-23,"It maintains heavy technological and capital advantages versus the competition, but when it comes to raw EV sales, the near-term future is fairly gloomy.","The sentence does not name Tesla. A RECENCY HEURISTIC decided a phrase in it ('the company', 'It', 'the automaker') refers to Tesla, because Tesla was the most recently named company.","Tesla maintains heavy technological and capital advantages versus the competition, but when it comes to raw EV sales, the near-term future is fairly gloomy.",,,
ceo_only-139915915-4,"However, if SpaceX fails to meet these lofty valuation targets, Musk will not receive any shares.",The sentence mentions Tesla's CEO (Musk) but not Tesla itself. The pipeline flagged it as CEO-related and did NOT tag it as being about Tesla.,,,,
coref-136502638-28,He departed the company earlier this year.,The sentence does not name Tesla. A COREFERENCE MODEL decided a pronoun or phrase in it refers to Tesla.,He departed Tesla earlier this year.,,,
coref-139177557-14,", but that could decline as it resets its EV strategy.",The sentence does not name Tesla. A COREFERENCE MODEL decided a pronoun or phrase in it refers to Tesla.,", but that could decline as Tesla resets its EV strategy.",,,
coref-137235329-8,I have my doubts about the company's ability to usher in its vision of the future.,The sentence does not name Tesla. A COREFERENCE MODEL decided a pronoun or phrase in it refers to Tesla.,I have my doubts about Tesla's ability to usher in its vision of the future.,,,
anaphora-141042487-17,The company acquired the project in late 2024 and will trade the remaining 10% of its output by itself.,"The sentence does not name Tesla. A RECENCY HEURISTIC decided a phrase in it ('the company', 'It', 'the automaker') refers to Tesla, because Tesla was the most recently named company.",Tesla acquired the project in late 2024 and will trade the remaining 10% of its output by itself.,,,
ceo_only-140035346-27,"Peripheral to the legal showdown, the court was packed on Wednesday with a mix of media and eager young men who lined up before dawn to get a glimpse – and a picture – of Musk.",The sentence mentions Tesla's CEO (Musk) but not Tesla itself. The pipeline flagged it as CEO-related and did NOT tag it as being about Tesla.,,,,
ceo_only-141058394-20,"Nothing about it is enforceable, and Bill Gates has questioned whether Musk will keep his promise.",The sentence mentions Tesla's CEO (Musk) but not Tesla itself. The pipeline flagged it as CEO-related and did NOT tag it as being about Tesla.,,,,
